1	OP_CODE	YEAR	VESSEL	SURVEY	BEST_LAT_DD	BEST_DEPTH_M	AREA_SWEPT_MSQ	EXPANDED_WT_KG	NUMBER_FISH
764	2.00E+11	2004	10	3	48.19582917	107.5127	12760.18163	0	0
765	2.00E+11	2004	10	3	48.20105417	118.1468	13117.66766	1.2	14
766	2.00E+11	2004	10	3	48.20064167	123.0308	13951.67459	6.58	46
767	2.00E+11	2004	10	3	48.23043333	119.8965	12350.08178	5.16	20
768	2.00E+11	2004	10	3	48.3556625	64.5566	13567.79459	14.52	40
769	2.00E+11	2004	10	3	48.15115	61.3645	15487.30899	7.53	45
770	2.00E+11	2004	10	3	48.06220833	111.6291	15370.99625	1.32	21
771	2.00E+11	2004	10	3	48.036325	134.3902	15145.57053	5.81	40
772	2.00E+11	2004	10	3	48.06543333	145.7467	13726.60092	0.15	1
773	2.00E+11	2004	10	3	47.96810833	170.1641	12801.23513	0.54	4
774	2.00E+11	2004	10	3	47.80759167	546.7375	22445.68292	0	0
775	2.00E+11	2004	10	3	47.79838333	396.8645	25880.13919	11.13	50
776	2.00E+11	2004	10	3	47.6949	663.983	23073.0087	0	0
777	2.00E+11	2004	10	3	47.02938333	147.5793	15048.06173	17.4	115
778	2.00E+11	2004	10	3	46.53079167	112.1224	14251.14997	46.96	168
779	2.00E+11	2004	10	3	46.4664	458.0877	23947.70923	5.77	19
780	2.00E+11	2004	10	3	46.462525	800.9526	29692.7641	0	0
781	2.00E+11	2004	10	3	46.36565833	132.0325	13889.57404	7.02	41
782	2.00E+11	2004	10	3	46.29610417	72.3775	12184.56037	15.66	186
783	2.00E+11	2004	10	3	46.25714167	921.1478	20239.37887	0	0
784	2.00E+11	2004	10	3	46.09894167	188.0013	12926.74027	7.25	44
785	2.00E+11	2004	10	3	46.15055	125.2728	14444.69633	6.31	72
786	2.00E+11	2004	10	3	46.05580833	101.3143	12287.95555	0.77	8
787	2.00E+11	2004	10	3	45.99564167	93.7444	13506.91198	0.57	15
788	2.00E+11	2004	10	3	46.09609583	75.6328	13700.16054	13.34	112
789	2.00E+11	2004	10	3	46.12915417	79.2903	13710.4673	8.14	56
790	2.00E+11	2004	10	3	45.97187042	228.6456	18805.63466	76.52	221
791	2.00E+11	2004	10	3	45.90416336	115.4856	14901.44677	3.08	30
792	2.00E+11	2004	10	3	45.85978317	108.206	13387.21098	1.4	24
793	2.00E+11	2004	10	3	45.79856491	162.9583	17083.7558	2.92	25
794	2.00E+11	2004	10	3	45.39326668	1048.2772	28208.22439	0	0
795	2.00E+11	2004	10	3	45.38908195	402.361	16983.48723	40.23	100
796	2.00E+11	2004	10	3	45.36997032	131.5048	16400.12899	1.39	15
797	2.00E+11	2004	10	3	45.20469284	154.358	16866.6143	19.77	124
798	2.00E+11	2004	10	3	45.16371536	364.2021	16522.73804	0	0
799	2.00E+11	2004	10	3	45.10277367	352.4706	18284.24307	0.97	18
800	2.00E+11	2004	10	3	44.99879456	388.6381	17592.90048	1.79	20
801	2.00E+11	2004	10	3	44.83929443	366.0326	16672.89809	6.51	53
802	2.00E+11	2004	10	3	44.89579582	864.1248	21823.09468	0	0
803	2.00E+11	2004	10	3	44.7392807	1113.8102	26902.71546	0	0
804	2.00E+11	2004	10	3	44.51145935	601.7825	18954.58327	0	0
805	2.00E+11	2004	10	3	44.54331398	404.0647	16134.25453	49.71	99
806	2.00E+11	2004	10	3	44.57716751	416.7099	18932.221	23.77	107
807	2.00E+11	2004	10	3	44.70728111	377.7554	15698.9271	0.37	5
808	2.00E+11	2004	10	3	44.85998917	92.1588	15238.92361	2.34	34
809	2.00E+11	2004	10	3	44.8289299	59.8277	15377.15053	0.19	1
810	2.00E+11	2004	10	3	44.66491127	52.5242	17597.11088	1.38	19
811	2.00E+11	2004	10	3	44.56244167	73.0753	14358.06145	27.51	197
812	2.00E+11	2004	10	3	44.56764167	66.5789	14217.65514	0	0
813	2.00E+11	2004	10	3	44.49410057	67.3118	11553.61689	0	0
814	2.00E+11	2004	10	3	44.36699104	153.2523	16322.40613	2.39	25
815	2.00E+11	2004	10	3	44.36653328	91.7579	14994.2205	0	0
816	2.00E+11	2004	10	3	44.33277512	90.604	14839.0026	0	0
817	2.00E+11	2004	10	3	44.2390976	99.0279	14346.40104	3.52	39
818	2.00E+11	2004	10	3	44.23059273	101.1063	14769.38378	17.53	146
819	2.00E+11	2004	10	3	43.98205376	73.175	14355.89513	7.34	82
820	2.00E+11	2004	10	3	43.45328712	154.5989	17626.41466	6.85	59
821	2.00E+11	2004	10	3	44.05889893	1097.0639	27612.33131	0	0
822	2.00E+11	2004	10	3	44.13280296	117.5817	14762.20662	25.51	171
823	2.00E+11	2004	10	3	44.01605225	143.7019	16549.03181	18.12	525
824	2.00E+11	2004	10	3	43.87987328	255.192	16377.14079	70.28	465
825	2.00E+11	2004	10	3	43.8493	357.9406	17937.20308	102.65	705
826	2.00E+11	2004	10	3	43.49223709	1150.8769	27241.73559	0	0
827	2.00E+11	2004	10	3	43.63803482	411.9505	16663.45499	121.34	272
828	2.00E+11	2004	10	3	43.14364052	274.3187	17407.90182	107.11	650
829	2.00E+11	2004	10	3	43.05976295	127.3085	16154.99513	54.34	319
830	2.00E+11	2004	10	3	42.63333893	906.5383	21974.70695	0	0
831	2.00E+11	2004	10	3	42.62033272	205.6978	15509.07725	17.6	290
832	2.00E+11	2004	10	3	42.33405685	645.3222	20148.47201	0.22	1
833	2.00E+11	2004	10	3	42.33106041	279.7433	16004.41719	58.88	300
834	2.00E+11	2004	10	3	42.35064125	162.922	16182.91182	43.24	394
835	2.00E+11	2004	10	3	42.32568359	136.2778	15951.50198	12.3	138
836	2.00E+11	2004	10	3	42.23168373	124.0257	16199.48661	66.53	143
837	2.00E+11	2004	10	3	42.21906853	1040.077	24210.98439	0	0
838	2.00E+11	2004	10	3	42.21590614	610.7019	20990.31995	0.55	3
839	2.00E+11	2004	10	3	42.15674591	275.5991	18317.35536	175.31	594
840	2.00E+11	2004	10	3	42.06910896	604.0568	18721.16673	38.41	74
841	2.00E+11	2004	10	3	41.89170456	695.2058	24353.27017	0.08	1
842	2.00E+11	2004	10	3	41.87028122	137.9823	14385.94226	4.21	48
843	2.00E+11	2004	10	3	41.8000679	392.9968	17143.14543	31.65	279
844	2.00E+11	2004	10	3	41.24013901	1151.407	23223.72184	0	0
845	2.00E+11	2004	10	3	41.07002068	953.5097	22334.33001	0	0
846	2.00E+11	2004	10	3	41.02478981	246.3312	13980.72789	37	412
847	2.00E+11	2004	10	3	40.93369675	656.6807	21146.0417	0	0
848	2.00E+11	2004	10	3	40.94572083	619.3244	17847.35402	0	0
849	2.00E+11	2004	10	3	40.90526581	350.8937	18421.30386	25.66	158
850	2.00E+11	2004	10	3	40.116075	888.0277	19838.51479	0	0
851	2.00E+11	2004	10	3	40.0988102	867.6511	20354.85959	0	0
852	2.00E+11	2004	10	3	39.87841225	137.313	16671.7519	1.18	4
853	2.00E+11	2004	10	3	39.86554583	130.9667	16745.28381	12.38	36
854	2.00E+11	2004	10	3	39.74655724	117.0721	14922.69245	1.81	12
855	2.00E+11	2004	10	3	39.59768677	637.303	21747.82558	0	0
856	2.00E+11	2004	10	3	39.38254547	742.8707	21459.13566	0	0
857	2.00E+11	2004	10	3	39.03892708	288.6974	16957.05138	2.01	17
858	2.00E+11	2004	10	3	38.77737236	111.6564	15476.64788	1.18	9
859	2.00E+11	2004	10	3	38.51586723	117.4532	15619.87094	9.13	62
860	2.00E+11	2004	10	3	38.47086334	141.0394	15702.48768	9.96	67
861	2.00E+11	2004	10	3	38.47348404	87.7964	15811.41658	0.73	16
862	2.00E+11	2004	10	3	38.20516205	63.3193	16119.96677	0.01	1
863	2.00E+11	2004	10	3	38.20683479	139.7859	15468.6515	2.26	13
864	2.00E+11	2004	10	3	38.0717926	123.1645	15832.9448	1.64	7
865	2.00E+11	2004	10	3	38.07149506	109.7962	15111.23892	0.87	15
866	2.00E+11	2004	10	3	37.93838882	91.4899	16746.28004	1.53	19
867	2.00E+11	2004	10	3	37.74677467	66.9251	15579.70005	3.63	20
868	2.00E+11	2004	10	3	37.62150833	70.5111	15239.10769	10.63	119
869	2.00E+11	2004	10	3	37.29908371	107.3822	15663.16969	8.18	29
870	2.00E+11	2004	10	3	37.19626045	111.9292	15770.40409	1.17	21
871	2.00E+11	2004	10	3	37.08949471	97.7151	15190.43036	2.01	23
872	2.00E+11	2004	10	3	36.97070833	485.3354	18030.12372	70.5	452
873	2.00E+11	2004	10	3	36.92895317	506.3461	17863.44417	29.89	103
874	2.00E+11	2004	10	3	36.35007477	133.0553	16398.5913	0	0
875	2.00E+11	2004	10	3	36.25601667	369.6604	18834.32496	81.28	704
876	2.00E+11	2004	10	3	36.24673333	81.7999	12531.24246	0	0
877	2.00E+11	2004	10	3	35.99138333	64.8726	15487.72856	0	0
878	2.00E+11	2004	10	3	35.92380714	905.8824	16269.30305	0	0
879	2.00E+11	2004	10	3	35.50638962	985.4444	24963.98016	0	0
880	2.00E+11	2004	10	3	35.6506176	63.8577	17091.69237	0	0
881	2.00E+11	2004	10	3	35.61930833	90.1797	14100.75332	0.98	4
882	2.00E+11	2004	10	3	35.51750565	57.8266	15036.05366	0	0
883	2.00E+11	2004	10	3	35.230793	671.8477	19391.69451	0	0
884	2.00E+11	2004	10	3	35.18629646	665.3378	20694.47934	0	0
885	2.00E+11	2004	10	3	35.24147034	903.7111	22929.65224	0	0
886	2.00E+11	2004	10	3	35.12059784	596.1395	16877.52902	0.46	3
887	2.00E+11	2004	10	3	35.11431694	563.475	18138.95167	0	0
888	2.00E+11	2004	10	3	34.85517883	562.4033	18138.37411	0	0
889	2.00E+11	2004	10	3	34.75861359	562.5242	20357.15142	0.53	1
890	2.00E+11	2004	10	3	34.7162838	602.7098	18469.66994	0	0
891	2.00E+11	2004	10	3	34.62215233	740.2755	24004.90799	0	0
892	2.00E+11	2004	10	3	34.60805702	432.2723	18095.03242	66.71	218
893	2.00E+11	2004	10	3	34.75248337	291.9601	16953.67461	49.58	324
894	2.00E+11	2004	10	3	34.94435501	204.1486	18361.08777	9.38	66
895	2.00E+11	2004	10	3	35.04139709	56.9164	15750.60468	0.09	1
896	2.00E+11	2004	10	3	34.49355888	83.9214	16005.29808	0	0
897	2.00E+11	2004	10	3	34.25028229	436.7433	17575.32976	0	0
898	2.00E+11	2004	10	3	34.3031559	371.0114	17847.38064	0.58	5
899	2.00E+11	2004	10	3	34.36843872	275.802	16829.33193	0.44	8
900	2.00E+11	2004	10	3	34.41785622	163.4257	14613.47135	0.15	15
901	2.00E+11	2004	10	3	34.40867424	159.653	14506.34374	0.11	7
902	2.00E+11	2004	10	3	34.28458405	570.6076	19011.48002	0	0
903	2.00E+11	2004	10	3	34.25941086	512.2108	16876.73423	0	0
904	2.00E+11	2004	10	3	34.25905833	399.5186	15479.72946	0	0
905	2.00E+11	2004	10	3	34.35915375	180.5445	15794.13507	0.51	12
906	2.00E+11	2004	10	3	34.27672768	120.5625	15565.10951	0	0
907	2.00E+11	2004	10	3	34.22746658	84.6365	12966.14391	0	0
908	2.00E+11	2004	10	3	33.81625748	326.3433	16847.86261	0.18	1
909	2.00E+11	2004	10	3	33.62727356	968.863	17315.66629	0	0
910	2.00E+11	2004	10	3	33.40661049	1206.335	28317.60217	0	0
911	2.00E+11	2004	10	3	33.39970589	1148.9992	23102.91826	0	0
912	2.00E+11	2004	10	3	32.78770833	92.8207	14136.56666	0	0
913	2.00E+11	2004	10	3	33.04660416	63.1169	12796.48766	0	0
914	2.00E+11	2004	10	3	33.07604408	1186.3156	20343.21149	0	0
915	2.00E+11	2004	10	3	33.1704483	1096.9581	24116.45789	0	0
916	2.00E+11	2004	10	3	33.2705822	845.5442	20309.17375	0	0
917	2.00E+11	2004	10	3	33.3385067	751.5572	18873.29583	0	0
918	2.00E+11	2004	10	3	33.49773333	251.7874	17326.18947	0.15	1
919	2.00E+11	2004	10	3	33.9123764	268.6	16227.7343	1.96	24
920	2.00E+11	2004	10	3	33.7563343	67.2465	15767.00764	0	0
921	2.00E+11	2004	10	3	33.576175	54.6798	13538.34625	0	0
922	2.00E+11	2004	10	3	33.34188652	184.4736	16627.87448	0.79	15
923	2.00E+11	2004	10	3	33.26202202	60.2115	13332.36881	0	0
924	2.00E+11	2004	10	3	33.00741005	878.3168	20628.14658	0	0
925	2.00E+11	2004	10	3	32.96381187	868.9921	16829.56775	0	0
926	2.00E+11	2004	10	3	32.92232704	79.0317	16021.18646	0	0
927	2.00E+11	2004	15	3	45.46664583	475.2668	24023.03999	32.88	220
928	2.00E+11	2004	15	3	46.564825	246.3183	17335.39407	37.05	188
929	2.00E+11	2004	15	3	46.78546524	109.0424	19171.74386	15.74	86
930	2.00E+11	2004	15	3	46.91869926	149.1865	14981.84258	0.49	10
931	2.00E+11	2004	15	3	47.19162941	82.2652	17662.70821	12.63	0
932	2.00E+11	2004	15	3	46.96736667	79.6825	16830.63122	15.6	66
933	2.00E+11	2004	15	3	46.93688202	109.9547	15982.25122	13.59	55
934	2.00E+11	2004	15	3	46.89865494	69.0598	15067.46057	9.53	94
935	2.00E+11	2004	15	3	47.53933907	180.9144	23111.47731	4.96	31
936	2.00E+11	2004	15	3	47.46601667	1011.2774	23752.35139	0	0
937	2.00E+11	2004	15	3	47.66819	82.5332	16285.11315	13.02	54
938	2.00E+11	2004	15	3	47.60323524	115.4936	18261.32571	33.05	113
939	2.00E+11	2004	15	3	47.67051888	172.1032	21977.1288	28.87	158
940	2.00E+11	2004	15	3	47.86699677	74.4493	16424.63727	20.01	78
941	2.00E+11	2004	15	3	48.20586395	151.2157	17391.90943	0	0
942	2.00E+11	2004	15	3	48.10579681	132.6432	21548.13921	0	0
943	2.00E+11	2004	15	3	48.16447258	289.6794	21728.22471	24.02	0
944	2.00E+11	2004	15	3	48.2003125	129.8821	13970.0493	1.7	10
945	2.00E+11	2004	15	3	48.09219551	339.5407	27810.21605	36.92	206
946	2.00E+11	2004	15	3	47.99839783	85.4107	13844.17459	7.04	59
947	2.00E+11	2004	15	3	47.75269583	699.5953	32618.88298	0	0
948	2.00E+11	2004	15	3	47.36392403	154.0888	19255.84485	2.83	18
949	2.00E+11	2004	15	3	47.1595459	171.9282	20936.66961	28.38	203
950	2.00E+11	2004	15	3	46.69493866	130.3778	14185.02127	6.05	76
951	2.00E+11	2004	15	3	46.7517395	54.6129	13571.72131	25.05	156
952	2.00E+11	2004	15	3	46.07165909	128.0896	16407.73149	30.58	210
953	2.00E+11	2004	15	3	45.77092552	251.9187	21907.36362	8.56	101
954	2.00E+11	2004	15	3	45.72956848	235.3844	24155.05118	4.65	79
955	2.00E+11	2004	15	3	45.67017746	275.1208	20413.79966	9.67	92
956	2.00E+11	2004	15	3	45.43821144	442.3372	24617.68582	0	0
957	2.00E+11	2004	15	3	45.40654167	408.2713	24437.45401	0.95	40
958	2.00E+11	2004	15	3	45.39216805	178.4152	22571.20201	10.35	38
959	2.00E+11	2004	15	3	45.36987686	194.1634	20796.02888	1.87	21
960	2.00E+11	2004	15	3	45.40401649	219.6987	19667.30381	7.01	56
961	2.00E+11	2004	15	3	45.3037529	397.9054	22650.07514	0.4	10
962	2.00E+11	2004	15	3	45.29911995	421.9065	20526.4356	18.03	78
963	2.00E+11	2004	15	3	45.23293114	453.8148	23382.20024	0.17	2
964	2.00E+11	2004	15	3	45.2317125	1016.166	42982.12901	0	0
965	2.00E+11	2004	15	3	45.07110596	631.7423	20631.0054	0.46	3
966	2.00E+11	2004	15	3	45.06858444	130.7371	12210.659	2.78	21
967	2.00E+11	2004	15	3	45.03102112	273.1991	20358.8876	16.22	105
968	2.00E+11	2004	15	3	44.93752289	313.1324	18389.74743	11.55	96
969	2.00E+11	2004	15	3	44.83034583	236.794	21555.13313	12.55	137
970	2.00E+11	2004	15	3	44.86096382	141.9292	17793.45242	4.25	48
971	2.00E+11	2004	15	3	44.7745	105.08	16829.9084	1.61	22
972	2.00E+11	2004	15	3	44.70619774	78.3824	19535.33216	4.87	50
973	2.00E+11	2004	15	3	44.61110115	76.2073	21003.73384	26.91	180
974	2.00E+11	2004	15	3	44.56531143	81.938	17492.8241	18.1	162
975	2.00E+11	2004	15	3	44.67192841	250.2705	14011.67478	2.85	15
976	2.00E+11	2004	15	3	44.75699806	567.1239	24162.63396	0	0
977	2.00E+11	2004	15	3	44.71281815	793.9484	23628.55641	0	0
978	2.00E+11	2004	15	3	44.41801643	745.414	31755.91692	0	0
979	2.00E+11	2004	15	3	44.43810463	230.1955	22844.72375	21.63	101
980	2.00E+11	2004	15	3	44.28362083	129.7681	22683.09235	4.05	47
981	2.00E+11	2004	15	3	44.07529068	127.5763	21455.95755	19.67	318
982	2.00E+11	2004	15	3	43.94542885	157.3038	20610.24599	27.39	282
983	2.00E+11	2004	15	3	44.07757759	124.9781	17249.29147	14.59	152
984	2.00E+11	2004	15	3	43.9835968	88.7553	20156.72666	21.08	118
985	2.00E+11	2004	15	3	43.71768379	591.1694	29763.78878	0.62	5
986	2.00E+11	2004	15	3	43.74600601	536.7734	23138.83367	23.61	99
987	2.00E+11	2004	15	3	43.68065643	294.8421	19673.21937	69.06	409
988	2.00E+11	2004	15	3	43.60856056	112.6139	17191.51488	45.31	179
989	2.00E+11	2004	15	3	43.54525948	144.1914	18039.71212	8.32	128
990	2.00E+11	2004	15	3	43.45561409	202.4333	21402.05641	3.98	39
991	2.00E+11	2004	15	3	43.42600632	540.0976	28165.35625	33.29	231
992	2.00E+11	2004	15	3	43.12673759	273.7622	20122.71438	25.28	336
993	2.00E+11	2004	15	3	42.5977459	214.5902	18243.89829	2.77	28
994	2.00E+11	2004	15	3	42.51798248	559.5206	23369.42611	24	188
995	2.00E+11	2004	15	3	42.08718491	131.8528	19400.7357	78	252
996	2.00E+11	2004	15	3	42.13711166	95.3783	17181.25058	18.1	151
997	2.00E+11	2004	15	3	41.94901667	760.9655	26009.025	0	0
998	2.00E+11	2004	15	3	41.8431263	1114.6205	21269.96372	0	0
999	2.00E+11	2004	15	3	41.5998745	890.0703	34198.71587	0	0
1000	2.00E+11	2004	15	3	41.6542778	156.9479	21166.48389	30.84	386
1001	2.00E+11	2004	15	3	41.25449562	69.774	20846.39823	6.22	283
1002	2.00E+11	2004	15	3	41.27858543	154.9012	18806.69398	54.18	431
1003	2.00E+11	2004	15	3	41.00345993	411.1655	18768.76545	8.42	83
1004	2.00E+11	2004	15	3	40.93564415	566.2416	27561.20906	15.24	133
1005	2.00E+11	2004	15	3	40.76790417	582.0508	24314.70317	3.82	27
1006	2.00E+11	2004	15	3	40.73665428	126.6213	20201.59426	35.7	311
1007	2.00E+11	2004	15	3	40.57118225	71.2476	18145.22365	1.41	25
1008	2.00E+11	2004	15	3	40.547369	99.8028	18910.61908	22.91	179
1009	2.00E+11	2004	15	3	40.252225	945.5785	34431.17372	0	0
1010	2.00E+11	2004	15	3	40.24601364	803.1544	25046.72352	0	0
1011	2.00E+11	2004	15	3	40.09752464	125.0757	16497.639	23.28	104
1012	2.00E+11	2004	15	3	39.53803635	601.4561	19032.95444	0	0
1013	2.00E+11	2004	15	3	39.34820938	136.6153	17919.10566	11.34	125
1014	2.00E+11	2004	15	3	39.17892647	118.1103	20174.6524	8.6	90
1015	2.00E+11	2004	15	3	39.03418922	85.2531	21134.09942	0.51	17
1016	2.00E+11	2004	15	3	38.7710762	90.6659	16537.32039	1.01	9
1017	2.00E+11	2004	15	3	38.77620316	75.1309	18753.17372	0.33	6
1018	2.00E+11	2004	15	3	38.47603989	120.7293	16610.48044	10.52	63
1019	2.00E+11	2004	15	3	38.3119545	101.625	13502.64319	6.63	86
1020	2.00E+11	2004	15	3	38.21391667	672.337	35342.58305	0	0
1021	2.00E+11	2004	15	3	38.17993333	113.3309	19138.92706	1.38	15
1022	2.00E+11	2004	15	3	38.24379539	100.1247	15509.37759	8.36	70
1023	2.00E+11	2004	15	3	38.17500114	78.6931	17566.026	0.08	3
1024	2.00E+11	2004	15	3	38.00504303	80.4167	16482.04574	10.97	168
1025	2.00E+11	2004	15	3	37.8580875	92.3099	17165.21468	1.18	9
1026	2.00E+11	2004	15	3	37.57780838	215.5928	18074.38251	6.33	68
1027	2.00E+11	2004	15	3	37.42933464	183.2898	18926.94266	19.58	265
1028	2.00E+11	2004	15	3	37.36106491	102.8224	14474.30996	3.35	49
1029	2.00E+11	2004	15	3	37.4025875	1144.8779	15984.25974	0	0
1030	2.00E+11	2004	15	3	37.55932236	61.5719	16525.37432	2.18	27
1031	2.00E+11	2004	15	3	37.63002777	65.4076	17982.6719	6.46	55
1032	2.00E+11	2004	15	3	37.17472458	271.9661	16833.91941	9.59	50
1033	2.00E+11	2004	15	3	37.11765289	86.0468	19512.02339	0.71	11
1034	2.00E+11	2004	15	3	36.9411068	519.2988	18125.0149	28.09	93
1035	2.00E+11	2004	15	3	36.73814167	108.2666	18881.83482	4.45	27
1036	2.00E+11	2004	15	3	36.39441299	1049.5792	31711.77295	0	0
1037	2.00E+11	2004	15	3	36.4523716	581.2608	19690.59983	7.33	29
1038	2.00E+11	2004	15	3	36.04013634	836.3278	25148.832	0	0
1039	2.00E+11	2004	15	3	35.830025	1279.2638	26442.54538	0	0
1040	2.00E+11	2004	15	3	35.73105417	1039.3833	32057.33296	0	0
1041	2.00E+11	2004	15	3	34.91011047	568.8691	26342.23975	0	0
1042	2.00E+11	2004	15	3	35.11200333	590.6332	25621.06862	0	0
1043	2.00E+11	2004	15	3	35.32319583	177.1813	22052.84981	1.77	23
1044	2.00E+11	2004	15	3	35.41684532	474.0334	20524.0372	2.63	15
1045	2.00E+11	2004	15	3	35.70682144	498.5986	25261.22357	0	0
1046	2.00E+11	2004	15	3	35.73068428	74.4257	21338.64162	0	0
1047	2.00E+11	2004	15	3	35.23105833	652.3198	20478.75114	0	0
1048	2.00E+11	2004	15	3	34.23253059	846.9708	29312.26883	0	0
1049	2.00E+11	2004	15	3	34.51098442	166.0961	20078.44693	6.96	30
1050	2.00E+11	2004	15	3	34.51673333	1023.5418	25947.58627	0	0
1051	2.00E+11	2004	15	3	34.66714096	125.8656	23411.85655	6.75	53
1052	2.00E+11	2004	15	3	34.8636055	127.1804	20996.12016	0.08	1
1053	2.00E+11	2004	15	3	34.89999771	73.9516	21063.37356	0	0
1054	2.00E+11	2004	15	3	34.36564167	300.6381	19646.63888	0.12	1
1055	2.00E+11	2004	15	3	34.3166275	348.9701	22039.56472	1.41	24
1056	2.00E+11	2004	15	3	34.27229167	464.7016	22901.56262	0	0
1057	2.00E+11	2004	15	3	34.3679875	388.1886	25438.11388	0	0
1058	2.00E+11	2004	15	3	34.19344167	579.0984	21739.4047	0	0
1059	2.00E+11	2004	15	3	34.22829167	394.774	23011.35811	0	0
1060	2.00E+11	2004	15	3	34.32374382	62.7405	18863.84678	0	0
1061	2.00E+11	2004	15	3	34.16266441	75.6464	20752.20237	0	0
1062	2.00E+11	2004	15	3	34.04504967	238.1789	18021.7912	0.72	9
1063	2.00E+11	2004	15	3	34.13159167	107.7358	20131.03377	0	0
1064	2.00E+11	2004	15	3	33.7142125	447.1937	23874.6672	2.69	10
1065	2.00E+11	2004	15	3	33.29728333	894.08	24597.39053	0	0
1066	2.00E+11	2004	15	3	33.17945	1158.5141	16435.7152	0	0
1067	2.00E+11	2004	15	3	33.0151625	1123.0678	17967.59503	0	0
1068	2.00E+11	2004	15	3	33.45426667	165.4371	19480.35593	0.39	4
1069	2.00E+11	2004	15	3	33.67736435	775.9449	26261.33788	0	0
1070	2.00E+11	2004	15	3	33.77655983	87.6017	19777.65631	0	0
1071	2.00E+11	2004	15	3	33.46580887	532.869	24830.71606	0	0
1072	2.00E+11	2004	15	3	33.57590485	125.25	18978.54007	0.09	2
1073	2.00E+11	2004	15	3	33.525475	358.1556	24930.72994	35.66	184
1074	2.00E+11	2004	15	3	33.4918	478.3989	25045.35536	0.28	2
1075	2.00E+11	2004	15	3	33.37168333	66.1162	20458.5117	0	0
1076	2.00E+11	2004	15	3	32.747825	588.4559	25359.57572	0	0
1077	2.00E+11	2004	15	3	32.840675	58.749	15271.24721	0	0
1078	2.00E+11	2004	15	3	32.71480417	58.1854	17950.81317	0	0
1079	2.00E+11	2004	15	3	32.67290497	129.5539	17049.63107	0	0
1080	2.00E+11	2004	15	3	32.58909988	148.0775	21335.52866	0	0
1081	2.01E+11	2005	8	3	44.90968054	952.1026	20560.57838	0	0
1082	2.01E+11	2005	8	3	44.91479811	323.0356	18044.80711	9.51	91
1083	2.01E+11	2005	8	3	45.00321114	448.5559	17990.27295	27.37	167
1084	2.01E+11	2005	8	3	45.36075254	799.0225	20018.16807	0	0
1085	2.01E+11	2005	8	3	45.81786358	1171.9254	24154.52605	0	0
1086	2.01E+11	2005	8	3	45.97840184	359.2948	19750.20145	32.67	71
1087	2.01E+11	2005	8	3	46.55839262	1118.2165	20783.13257	0	0
1088	2.01E+11	2005	8	3	46.66939554	427.4744	18996.63525	3.86	43
1089	2.01E+11	2005	8	3	46.76577128	607.3447	14864.35806	0	0
1090	2.01E+11	2005	8	3	47.15815916	559.6473	12961.10854	1.22	4
1091	2.01E+11	2005	8	3	47.25245926	431.9419	15877.97964	0	0
1092	2.01E+11	2005	8	3	47.56745833	714.8932	18053.2125	0	0
1093	2.01E+11	2005	8	3	47.89995717	124.8023	15931.12385	7.8	33
1094	2.01E+11	2005	8	3	47.8372299	380.976	18277.66591	4.01	65
1095	2.01E+11	2005	8	3	47.8257375	876.8354	17755.55976	0	0
1096	2.01E+11	2005	8	3	47.87460833	976.7234	23206.6076	0	0
1097	2.01E+11	2005	8	3	48.10142353	147.252	14396.2416	0.31	2
1098	2.01E+11	2005	8	3	48.21779167	153.7362	18073.69332	3.29	29
1099	2.01E+11	2005	8	3	48.25226698	103.5459	13520.86416	0	0
1100	2.01E+11	2005	8	3	48.26949342	208.5261	15135.12902	50.38	212
1101	2.01E+11	2005	8	3	48.41619474	208.8483	13126.77353	0	0
1102	2.01E+11	2005	8	3	48.40870833	294.11	17513.58178	4.19	16
1103	2.01E+11	2005	8	3	47.40402481	124.1285	15828.36828	0.6	4
1104	2.01E+11	2005	8	3	47.25881676	105.4866	15153.64161	4.14	49
1105	2.01E+11	2005	8	3	47.12287538	73.2429	13701.88411	40.31	380
1106	2.01E+11	2005	8	3	47.03421932	89.494	18875.40535	27.52	366
1107	2.01E+11	2005	8	3	46.82445809	136.0714	15473.94521	9.69	89
1108	2.01E+11	2005	8	3	46.53107948	72.0076	15518.31933	116.71	335
1109	2.01E+11	2005	8	3	46.48378183	77.7313	16153.40028	26.36	208
1110	2.01E+11	2005	8	3	46.382786	95.267	15131.0734	19	199
1111	2.01E+11	2005	8	3	46.27368867	143.7452	15702.92531	33.53	229
1112	2.01E+11	2005	8	3	46.2307	761.4684	20003.65705	0	0
1113	2.01E+11	2005	8	3	46.12603957	180.5629	17013.32038	6.99	49
1114	2.01E+11	2005	8	3	45.79751667	174.8287	18008.08139	18.15	73
1115	2.01E+11	2005	8	3	45.63243771	237.2483	18010.71468	16.82	79
1116	2.01E+11	2005	8	3	45.66098333	122.399	15312.73306	4.8	35
1117	2.01E+11	2005	8	3	45.53219177	104.5571	17237.68129	3.46	30
1118	2.01E+11	2005	8	3	45.15426604	108.6076	16723.5064	5.67	45
1119	2.01E+11	2005	8	3	44.74425134	382.7541	19345.92305	0.05	1
1120	2.01E+11	2005	8	3	44.75171092	568.8407	18991.55689	0.19	2
1121	2.01E+11	2005	8	3	44.75143056	285.5942	17160.2508	1.04	8
1122	2.01E+11	2005	8	3	44.62498955	139.0244	18103.3896	12.01	201
1123	2.01E+11	2005	8	3	44.76900417	92.0189	17324.3611	3.11	18
1124	2.01E+11	2005	8	3	44.53123584	68.8625	16553.41506	15.83	154
